GeoID,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
1021,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3147258.528564081,3161471.967760065,3174783.6105662207,3187276.352359314,3198946.592683576,3209791.2804286066,3219805.981252256,3218356.2787045487,3216252.7192460042,3213302.136340122,3209651.1945566726,3205292.4416516162,3200253.924931211,3194572.855901218,3188227.466070466,3181257.7942707483,3173690.175906378,3165491.6442441996,3156614.100698459,3147009.2007671166,3136621.0305225854,3125427.7764887284,3113523.440571918,3101033.500846884,3088080.608737219,3074789.111603636,3061260.409370508,3047499.421367294,3029305.920280096,3010453.7629395328,2990965.293272405,2970831.496343814,2949739.6388666136,2928334.252208941,2906297.50641935,2883317.617005454,2860038.05733124,2836135.757576457,2811609.471402967,2786457.139502706,2760288.913215241
1023,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1128300.544153437,1115524.35918656,1103118.258921534,1090592.431573461,1077951.878004641,1065201.663320472,1054169.310955344,1042897.077470497,1031387.8822207199,1019644.436589743,1007687.986900708,995524.8668524299,983181.1977614211,970685.559550656,958069.094267992,945363.152451254,932598.68084909,919804.4983528631,907009.014256104,894253.5663302022,881563.940022013,868949.758617633,856420.012032463,843976.0782933871,831626.866761367,819379.845566418,807315.60756069,795369.2944838711,783557.705225155,771898.478300724,760419.1082678819,749135.2395319941,738072.874182273,727301.0654246269,716812.442171708,706598.8925767239,696653.115424102,686973.2743154251,677558.5071893471,668407.432965295,659528.826318224
1025,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1920416.679440124,1907096.591800201,1892794.9902196669,1877953.0279626718,1862581.417682122,1846691.228006339,1830291.3664240101,1813381.183288631,1795957.3952235861,1778034.41736427,1759665.864025216,1740854.9245114792,1721653.1599378558,1702117.027559227,1682310.7405163671,1662299.235059317,1642145.2854256541,1621901.054259359,1601616.2810716522,1581340.9754517092,1561037.2957536122,1540751.4650454558,1520516.355074853,1500356.554712146,1480300.394821366,1460375.518891756,1440611.5326712849,1421048.641839358,1401729.979745012,1382698.850235056,1364017.5558180138,1345723.0627319668,1327830.263676209,1310486.525882236,1293553.912790294,1277038.9163804702,1260948.4944659402,1245293.3909951132,1230360.0280706952,1216871.931162626,1203804.20322033
1027,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1086420.919181794,1080087.278619523,1073659.735956379,1066755.972466387,1059402.799952287,1051628.258694167,1043462.344115464,1034951.2419708951,1026117.2548039819,1016998.0978327821,1007641.2684983719,998081.667484514,988341.798678478,978430.9426694451,968364.1736135071,957989.739735348,947658.887959239,937207.0243756089,926638.3865778829,915957.2246555741,905128.4879696369,894159.9573162771,883072.0082194521,871882.6325508701,860617.463797694,849299.126602332,837956.8847613591,826647.9262758291,815437.132575714,804390.182993703,793583.003986411,783065.111456486,772816.971667452,762799.830484499,752974.4819604399,743369.2267190759,733872.623994911,724926.751863031,716020.4796651299,707132.192128908,698257.203419737
1029,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1110331.587355732,1114598.948953836,1115574.391418189,1116084.895003055,1116144.47998373,1115808.692474528,1115051.161491097,1113889.353264822,1112341.586563993,1110426.6055110549,1108214.487143405,1105720.0217139102,1102952.6344954541,1099912.373731211,1096685.207378728,1093193.129359933,1089442.772356215,1085365.437548944,1081141.636818847,1076703.15342071,1072005.351237809,1067064.66309599,1061893.294786199,1056497.359392514,1050889.139354544,1045079.134062985,1039083.7806430759,1032944.4637297739,1026709.235608897,1020426.6147926319,1014153.202323057,1008696.787046534,1003261.702401977,997836.936600737,991640.60817344,986228.2599879941,980794.341223121,975336.868121423,969855.590245784,963587.376101714,958822.800685443
1031,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3626039.854692021,3656945.060625274,3686725.7443875577,3716546.35640865,3746327.981963823,3775745.1955417106,3804615.527728229,3832742.6178138307,3859933.045937308,3886001.9999839403,3910775.1992193926,3934119.0054078083,3956053.659226316,3976635.7417593114,3995942.8655440547,4014060.208917138,4031060.213922672,4046944.638281206,4061699.178141886,4075311.888604046,4087746.283045494,4089501.040470903,4090296.174760412,4090170.224768981,4089169.216856232,4087340.384976674,4084734.376383006,4081412.59131528,4077439.931158651,4072882.2849473255,4068572.399618084,4065273.288752414,4059172.790672336,4054782.5303212753,4049728.508003382,4043952.289541152,4035899.8777535823,4028575.210327624,4019585.7087413757,4009033.149358553,3998870.655919365
1033,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4117296.651875635,4133634.784026518,4149077.0037562237,4164298.3346663206,4179301.043116849,4194088.2849326124,4208665.492006111,4203571.725773192,4197565.060565627,4190696.470318384,4183143.275701329,4174929.1524540577,4165987.4263433265,4156219.017716421,4145527.235432842,4133814.183214689,4121006.912179618,4107136.37176335,4092261.12057953,4076441.595330884,4059651.600551827,4041955.893524057,4023881.2685872214,4005046.3652839535,3985540.276166819,3965453.175641391,3944892.469195095,3924032.620028237,3903067.45026852,3882193.902627252,3861661.9516854733,3842475.853270589,3823778.9414500236,3805528.0194503167,3786837.142560382,3769373.950720907,3752241.692661536,3735437.2456709053,3718965.012733756,3702829.061404946,3691273.500547569
1035,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1107810.1917742859,1092903.540316491,1077874.633228273,1062649.9245113619,1047260.617466995,1031739.148940955,1016119.7468360839,1001545.841831821,986838.842017824,972056.428209601,957296.886204264,942612.401455682,928038.14073708,913602.347786916,899335.4874836691,885268.0285994769,871418.331222757,857756.148919331,844238.0184278181,830819.1953385251,817274.5858604829,803586.249798442,789808.013813891,776019.0685641349,762297.2942122349,748720.8264848561,735356.6881538241,722226.9474906949,709341.966069544,696711.440430108,684353.002305619,672271.6307792249,660460.620159063,648908.7515439771,637604.062011885,626533.47025425,615683.333687479,605094.455684172,594696.0342830301,584474.4129717529,574508.0698793579
1037,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,955124.5690221922,937633.99008451,920067.1608127629,902510.342248449,884972.801988893,867465.103219982,849959.41812156,832524.7072397401,815162.4542455589,797870.781788564,780736.1233295229,763774.091612696,746991.913048404,730460.593429737,714108.52243323,697940.0231459921,681960.757892333,666183.164768729,650622.02257934,635292.880030078,620185.295359623,605311.368911671,590677.173859573,576286.20570826,562143.316818048,548252.973641284,534619.944707665,521251.671271583,508156.41575415095,495342.5596163339,482818.640737737,470592.022167447,458666.465255618,447044.7173214148,435728.6037961841,424719.2539323707,414017.2805560802,403623.34095965105,393537.70694793295,383760.1211758332,374285.3173280391
1039,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3115893.764977774,3109859.012362595,3103837.823360918,3097175.5527257402,3089879.788676852,3082004.7762489216,3073504.4644307806,3064380.559231474,3054633.199276907,3044262.849180785,3033479.014947737,3022129.1343711577,3010262.938894805,2997932.396314268,2985197.68667884,2972120.254998109,2958747.1999143953,2945064.366151527,2931041.8261698456,2916649.1905694087,2901501.8244962376,2885614.642634578,2869114.272706804,2852147.71957218,2834870.8038636153,2817440.3023975585,2799999.073154415,2782632.074116797,2765409.77537891,2748402.529768838,2732033.3079041564,2716009.313711592,2700291.08518156,2684811.252632896,2669502.288248934,2654294.358354494,2639119.694941542,2623925.723682729,2608662.367454354,2594845.690181014,2580943.13306669
1041,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1079369.830078095,1085111.142530069,1090344.032553009,1095467.000748183,1100479.970052782,1096130.2496959711,1091534.530520278,1086688.4563703989,1081585.702112413,1076287.202878495,1070769.857795585,1065031.204225203,1059108.127603125,1053036.710948369,1046860.0396269539,1040621.962122038,1034488.057494592,1028304.704955777,1022041.686315509,1015668.169059257,1009078.086148033,1002257.039563464,995250.7252901951,988114.887604485,980914.183349906,973711.347585109,966564.2038363441,959509.372747725,952578.322180716,945802.685035446,939232.913630288,932889.274379282,926750.905301349,920784.9693129,914958.396135397,909237.358213036,903589.350399452,897989.42369806,892414.148761397,886839.602677451,881240.064275298
1043,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6032812.486481713,6065833.808622955,6102652.884660154,6138802.965340839,6174251.812348823,6208967.231954409,6242918.241719436,6276078.431754493,6308422.748361749,6339926.447196155,6370571.4628934795,6400327.805791106,6429143.74394545,6456943.086010827,6483669.919181503,6509269.075086419,6533699.705170758,6556975.889780734,6579125.76684977,6571914.496667789,6562961.121106279,6552333.19774798,6540187.82777419,6526688.414918779,6512018.58289595,6496365.2076215,6479919.497893419,6462881.7774117,6445456.752867991,6427057.38160274,6408702.052701199,6394788.081593141,6380046.912779881,6365241.62788383,6347676.8838597005,6332427.318081461,6317772.53246884,6301565.55389239,6285945.37715382,6268537.37157672,6250592.3667072
1045,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4118131.0160063254,4103725.6490319762,4089571.130921276,4074057.5002172347,4057204.195487855,4039075.870613491,4019640.5465867203,3998915.8264076943,3976918.565525174,3953665.915931881,3929314.9482413833,3903883.6167771043,3877413.430289764,3849956.82523784,3821558.9324082276,3792265.3644804945,3762116.518304173,3731130.625346772,3699320.353271373,3666698.3532562368,3632853.412736532,3597840.286887823,3561838.041716192,3525044.227432456,3487669.5115376906,3449925.581922127,3412003.7682528812,3374373.8875442897,3336743.964473012,3299202.0225523156,3261862.970825111,3224790.772730881,3188625.891707496,3152599.744718862,3116644.7215487943,3080690.439289586,3044960.630897049,3009095.008358997,2973046.2282024613,2938035.3962275726,2902787.4705914026
