Latitude,Longitude,facility_id,facility_label,geometry
33.96918298,-83.96761974,37c6c283-73ee-47b3-8b03-f853fbca6c51,WTS,POINT (-83.96761974 33.96918298)
34.28895154,-83.81406265,89d2a0db-57a0-4862-b823-b46f181d9fa2,WTS,POINT (-83.81406265 34.28895154)
34.26875135,-83.80790688,95c899f6-3600-45a5-badd-152eb86953f3,WTS,POINT (-83.80790688 34.26875135)
31.54080511,-84.09465526,6bab1f47-172f-4b81-b18a-5f1d42dec4f3,WTS,POINT (-84.09465526 31.54080511)
33.60991561,-83.88109824,f3124f35-0582-4957-b4c7-747ee7e154bb,WTS,POINT (-83.88109824 33.60991561)
33.70109051,-84.18162078,b3d3af0d-9bc7-4851-8f3a-1d3d87359458,WTS,POINT (-84.18162078 33.70109051)
31.8590096,-82.5792613,8ba8ebc4-fc60-44ad-baac-5b5386f7b710,WTS,POINT (-82.5792613 31.8590096)
31.99718963,-84.55920811,91ce6b7e-17ba-4d46-bfaa-8028eff595f8,WTS,POINT (-84.55920811 31.99718963)
34.15007034,-84.47675071,8ab8be3e-2976-4b17-b22b-6b5c1c6158a9,WTS,POINT (-84.47675071 34.15007034)
33.62290856,-84.49098051,0895a0d2-cd35-4e82-8704-6c26f6cc08ef,WTS,POINT (-84.49098051 33.62290856)
33.69350317,-84.441199,d19a06ff-c7ab-4521-978f-eebda9e9cfbd,WTS,POINT (-84.441199 33.69350317)
33.77824851,-84.540419,e1d1aa96-45b2-41ab-99f7-832f0a8ce249,WTS,POINT (-84.540419 33.77824851)
31.85972197,-81.46883412,87fa9dae-a023-483a-bf49-999e8ce1b518,WTS,POINT (-81.46883412 31.85972197)
33.97755149,-84.56286269,843c0350-7e8f-488f-9c95-677699f432cb,WTS,POINT (-84.56286269 33.97755149)
33.97756852,-84.56404152,79e3ce60-054c-4563-b397-c174384901d0,WTS,POINT (-84.56404152 33.97756852)
33.70926927,-84.17054764,d3b6dc4c-c93c-4d43-8737-95b49a4ab47b,WTS,POINT (-84.17054764 33.70926927)
32.07108208,-84.27666203,4024d64a-b29e-47a6-8f38-dc2da544def8,WTS,POINT (-84.27666203 32.07108208)
33.63228795,-83.45080597,3e5ea019-1e1d-41d1-b653-6df08e89f4e0,WTS,POINT (-83.45080597 33.63228795)
32.48385217,-84.98777348,56726aed-d89c-4214-8257-866c52bf5f6e,WTS,POINT (-84.98777348 32.48385217)
33.61825546,-83.88257031,ef850d5e-1912-417c-88d9-83782f0b3622,WTS,POINT (-83.88257031 33.61825546)
34.47248544,-84.43663965,3beb466f-9037-465e-b07b-3c2d6cb0b693,WTS,POINT (-84.43663965 34.47248544)
34.71256753,-84.95239204,75eb06ff-8564-4ccb-b9da-b4a45b1819a7,WTS,POINT (-84.95239204 34.71256753)
34.88673025,-84.25983971,9cf135a0-6cbd-4886-a514-e174a4cd4abb,WTS,POINT (-84.25983971 34.88673025)
33.53517243,-84.55703238,58984a90-ea76-4f1a-9897-b0530df0d409,WTS,POINT (-84.55703238 33.53517243)
31.19204166,-83.26372965,188f4b8e-561f-4db1-b99f-a94ce8e3ccb6,WTS,POINT (-83.26372965 31.19204166)
33.96073588,-83.99407707,64ed4fe4-2e8e-4fc5-959a-d9ee608f4f3e,WTS,POINT (-83.99407707 33.96073588)
33.904558,-84.28964299,b531ace5-ad18-4958-97d8-7284f651b50e,WTS,POINT (-84.28964299 33.904558)
31.99639796,-81.26507686,97e5574c-c60a-470a-ad83-06003e4b92bf,WTS,POINT (-81.26507686 31.99639796)
31.2515693,-82.41149458,d784324e-531f-4b69-9ad1-3f575a150356,WTS,POINT (-82.41149458 31.2515693)
33.5744415,-84.566268,9852ec20-0355-42db-b0d8-adfa117fb2a9,WTS,POINT (-84.566268 33.5744415)
31.18042639,-83.68380936,396398fb-ca83-4a35-bc37-bebd4501c06d,WTS,POINT (-83.68380936 31.18042639)
32.13756992,-81.16043809,415d7a6b-cdab-42c1-9eb2-6a2754bf6196,WTS,POINT (-81.16043809 32.13756992)
33.60884453,-84.37047318,47faa841-c78a-4e08-a4d1-866d64999c92,WTS,POINT (-84.37047318 33.60884453)
33.43886518,-84.47621584,c89060a5-795c-42ed-98c9-a4599817aefa,WTS,POINT (-84.47621584 33.43886518)
33.62304065,-84.40267334,fc0ebe6f-7be7-40b6-8e2d-7300c8e02add,WTS,POINT (-84.40267334 33.62304065)
32.97458384,-81.75580966,c68c2fb7-af34-4893-b512-ef125fa6094a,WTS,POINT (-81.75580966 32.97458384)
33.56558,-84.57885,3ccb73d4-6d9f-4f7d-95e2-19bcbc3c3e99,WTS,POINT (-84.57885 33.56558)
33.83661279,-84.49935958,decfca58-073f-4ad4-9cc2-4b24aea6d24d,WTS,POINT (-84.49935958 33.83661279)
31.73881718,-84.40799543,d10bbcbf-cd17-4e94-940b-823dab1d8b8e,WTS,POINT (-84.40799543 31.73881718)
34.95459938,-83.78331112,6a0f3fac-4894-4d61-bc70-14992f5b113a,WTS,POINT (-83.78331112 34.95459938)
33.6407355,-82.3332471,73e2c4fe-52de-4a20-8962-8009d74a8c27,WTS,POINT (-82.3332471 33.6407355)
32.8522459,-84.26780416,4ae4de02-cb37-48b6-b03e-7a15960c0f82,WTS,POINT (-84.26780416 32.8522459)
34.15471891,-84.79299938,becfed13-ec53-4055-b14c-ab7eb175b576,WTS,POINT (-84.79299938 34.15471891)
34.86323182,-84.03073331,c866fb69-2b72-4e8d-9e11-08bb2814e6b6,WTS,POINT (-84.03073331 34.86323182)
34.9001193,-83.96022464,cc1410b5-dc74-48d4-8820-c03639a78e2b,WTS,POINT (-83.96022464 34.9001193)
33.77754748,-84.53970189,65a139b6-9c39-4bb5-adff-fb898cd2797a,WTS,POINT (-84.53970189 33.77754748)
30.9801615,-83.38034335,1ab0afa5-7328-43cc-8440-f3c187d5459c,WTS,POINT (-83.38034335 30.9801615)
33.75452539,-83.86833879,060f5511-c63e-457e-a4e1-a0486d2fb375,WTS,POINT (-83.86833879 33.75452539)
32.65750191,-83.62412067,0473da97-2470-4c57-a541-5133688ffc89,WTS,POINT (-83.62412067 32.65750191)
33.97960525,-84.55882231,2226e5f3-df4d-483d-b2c4-cc6dc96e7eeb,WTS,POINT (-84.55882231 33.97960525)
33.35039929,-81.97166539,778b3e45-f1b9-4818-9917-7afd72e1e1b2,WTS,POINT (-81.97166539 33.35039929)
32.08584776,-81.16577718,5d590016-79df-4332-9118-ffaf606b9509,WTS,POINT (-81.16577718 32.08584776)
33.61325543,-84.52515997,5e185a6c-521e-4dea-93e2-982e49e63fad,WTS,POINT (-84.52515997 33.61325543)
33.74042813,-84.78471471,dc42f35f-787b-4169-a669-13ee2d0ab385,WTS,POINT (-84.78471471 33.74042813)
34.52268278,-83.74363868,8806c332-fe4c-46bd-a498-f1e4e01e99cb,WTS,POINT (-83.74363868 34.52268278)
34.57709446,-85.28845972,3afc7111-8d4d-4c6a-a315-40364b59998a,WTS,POINT (-85.28845972 34.57709446)
34.85890739,-85.02628046,4d82c54c-cc6e-4898-a111-8ce3b51823ec,WTS,POINT (-85.02628046 34.85890739)
38.123591,-85.054106,fae01f02-7b38-43ac-86e0-f07cc909066c,WTS,POINT (-85.054106 38.123591)
37.775792,-84.857413,8a51c3df-ad16-4cfa-a29b-a3f46461443c,WTS,POINT (-84.857413 37.775792)
36.998595,-85.94457,a8f9eae8-c98d-41c5-af48-c8bd4a653ba7,WTS,POINT (-85.94457 36.998595)
38.147225,-85.736922,bb32acbf-1831-4408-9da3-ab626d31b0db,WTS,POINT (-85.736922 38.147225)
37.297645,-85.904303,00da9c88-75f2-4f40-bb2f-4e8700c55b68,WTS,POINT (-85.904303 37.297645)
37.767553,-87.08599,24a742ab-6adf-46e9-ab4d-41d5aa8a52ec,WTS,POINT (-87.08599 37.767553)
38.197064,-84.26557,f04029a9-cc35-4824-8a01-59aa91ae231d,WTS,POINT (-84.26557 38.197064)
36.859525,-83.32688,35701f57-af3f-4132-8407-81d23bb5fc6c,WTS,POINT (-83.32688 36.859525)
37.380875,-86.876127,787d812b-7ede-4368-97b8-523c98438900,WTS,POINT (-86.876127 37.380875)
37.98675,-86.158029,916bbb57-810a-4a79-afcf-3e7358e95376,WTS,POINT (-86.158029 37.98675)
37.351099,-85.352186,6b96fecc-7c52-424f-ad79-5354b5697fa1,WTS,POINT (-85.352186 37.351099)
37.740921,-83.572129,0051a407-fb6b-4973-a61e-e248b1a66469,WTS,POINT (-83.572129 37.740921)
37.417295,-86.992576,2d5c17db-ee73-48d4-b857-591d425a5860,WTS,POINT (-86.992576 37.417295)
36.828333,-83.455189,bce7bd00-d5ca-480e-8a1c-65485d57dee7,WTS,POINT (-83.455189 36.828333)
37.076929,-85.325803,fde07a46-4731-4708-8039-1826ab40bcc9,WTS,POINT (-85.325803 37.076929)
37.640173,-84.778761,5945cbf7-ff59-498d-9d58-3b6b5d787f18,WTS,POINT (-84.778761 37.640173)
37.524502,-87.696491,831a3903-fc18-4e3a-a63e-52612fd6ae83,WTS,POINT (-87.696491 37.524502)
37.664549,-85.84777,b46d926a-c3aa-4d60-8529-96cd5605875e,WTS,POINT (-85.84777 37.664549)
37.259595,-88.080188,41b46e04-878c-4cac-9225-ff278abebe41,WTS,POINT (-88.080188 37.259595)
38.287194,-84.550313,fc1d2fa0-142d-496a-bbdd-4cd827e5ab20,WTS,POINT (-84.550313 38.287194)
37.257607,-85.497883,ea9c91aa-3416-4c60-9752-b21433df1eaa,WTS,POINT (-85.497883 37.257607)
37.771294,-82.838471,88578c10-42a8-4983-bc3c-6090e7b54ad7,WTS,POINT (-82.838471 37.771294)
37.772284,-86.487741,d3391daf-58e9-42d7-98be-16c4acc06660,WTS,POINT (-86.487741 37.772284)
37.71864,-84.896285,2c32b9c2-633c-4ecd-aeb3-17713cd18e47,WTS,POINT (-84.896285 37.71864)
37.840101,-87.593988,8fe05c8e-af58-4e7d-af84-6664d712fe25,WTS,POINT (-87.593988 37.840101)
37.821547,-87.580256,43f7415c-9a02-44c9-a664-62f7bf87768e,WTS,POINT (-87.580256 37.821547)
37.317971,-82.973031,f40ed05b-23ea-471b-a65f-4a6bffd0dcd9,WTS,POINT (-82.973031 37.317971)
37.579376,-85.732036,b1c964c9-d933-420d-8aaf-52fdc9f437e9,WTS,POINT (-85.732036 37.579376)
36.968952,-87.544021,1f91fa1f-a5b9-4e7d-95ef-55277e4d65e6,WTS,POINT (-87.544021 36.968952)
36.945554,-87.502298,8e745c1c-0bd2-46f7-88fe-cf941a1ed924,WTS,POINT (-87.502298 36.945554)
36.913841,-87.481905,46f472e1-ac4d-4995-8c73-ec63572c7757,WTS,POINT (-87.481905 36.913841)
37.147875,-83.41087,f174a813-9c04-4cef-a64f-6d8f3bf87a38,WTS,POINT (-83.41087 37.147875)
37.756732,-84.001261,43d58777-ef03-4bed-874b-5540f370d8b7,WTS,POINT (-84.001261 37.756732)
37.554263,-83.38344,f91bd4b7-193c-4cae-9b6b-1b05c8d72c81,WTS,POINT (-83.38344 37.554263)
37.472955,-86.296418,90a06ec1-5889-4e54-a21c-032f555d0486,WTS,POINT (-86.296418 37.472955)
37.931354,-86.836188,2c59bc42-3d9b-415e-a6b1-5af1657a8125,WTS,POINT (-86.836188 37.931354)
38.058198,-84.530518,8ec7d737-ad38-490a-9cbe-8cbbb3f909ea,WTS,POINT (-84.530518 38.058198)
38.044818,-84.495381,9f401499-6eef-4f41-98b2-9d7aea9d39a9,WTS,POINT (-84.495381 38.044818)
38.227649,-85.744371,47e468f4-f4fa-42e1-a52f-0acb84c51e1d,WTS,POINT (-85.744371 38.227649)
38.188324,-85.703119,df15bf10-0b48-4395-9d7c-9a17bfecb78a,WTS,POINT (-85.703119 38.188324)
38.20946,-85.75109,9c1bab3b-f1b0-4eb5-b150-006ef0b6eb3f,WTS,POINT (-85.75109 38.20946)
38.236087,-85.771709,fc2a771a-d1fd-4239-9ac5-c7cd6ada1dac,WTS,POINT (-85.771709 38.236087)
38.11681,-85.896165,9ce77711-7c6e-4b5d-addf-cbda27801065,WTS,POINT (-85.896165 38.11681)
37.318837,-87.480592,d8261f42-ecef-448b-ad95-833fc7109fe1,WTS,POINT (-87.480592 37.318837)
37.156717,-83.767132,8ce48352-15fc-4bfe-9c3c-04750411c30b,WTS,POINT (-83.767132 37.156717)
37.54234,-82.755764,2a000592-67f7-4c7a-9782-43dfc07aec0c,WTS,POINT (-82.755764 37.54234)
36.76823,-88.648794,39b72927-c878-41bd-9a3e-8bd234f1e767,WTS,POINT (-88.648794 36.76823)
37.415694,-83.964867,897f32ba-bccf-4991-8496-93a39cb2fd3e,WTS,POINT (-83.964867 37.415694)
37.449694,-84.018948,8afaaad8-a31c-455c-9871-dd3da614e408,WTS,POINT (-84.018948 37.449694)
37.199695,-82.762122,7e126001-09bf-49ac-920d-d6450629694b,WTS,POINT (-82.762122 37.199695)
36.835687,-84.845546,6cc208b8-ed54-4ee8-9bbb-5e5141e22ff7,WTS,POINT (-84.845546 36.835687)
36.837291,-84.846658,24907a04-273d-463d-b729-eb4e15893eb7,WTS,POINT (-84.846658 36.837291)
36.838453,-84.861189,8d4c35bb-1260-491b-a698-aef508adf4b4,WTS,POINT (-84.861189 36.838453)
37.306271,-84.238737,cc554f2d-8367-41a4-8fa1-09ad618c8c35,WTS,POINT (-84.238737 37.306271)
36.617321,-88.296428,8e885096-a38b-436e-ae70-49cbbfd656bc,WTS,POINT (-88.296428 36.617321)
37.917848,-84.556599,43034008-be38-4a68-9d87-a88a14646565,WTS,POINT (-84.556599 37.917848)
38.308071,-83.177537,c67838a8-405a-49d1-8265-8047ec3ba0c8,WTS,POINT (-83.177537 38.308071)
37.759795,-87.097977,f570dcd9-cbb2-404c-b437-31b2803118ce,WTS,POINT (-87.097977 37.759795)
38.537881,-84.835285,b5072852-fe51-40d0-b260-0fbe6277fd72,WTS,POINT (-84.835285 38.537881)
38.129664,-83.767664,e8df790d-fc05-4361-b20a-ccf992040306,WTS,POINT (-83.767664 38.129664)
37.092768,-88.613018,00d2265c-4f72-47d5-a99a-2b8833c24a61,WTS,POINT (-88.613018 37.092768)
38.218314,-84.263631,cec6f6aa-6baa-435c-a6ba-1f995620193c,WTS,POINT (-84.263631 38.218314)
37.496993,-82.523597,d8e20906-deca-47f4-9f9f-a2fe45c9e87a,WTS,POINT (-82.523597 37.496993)
36.695653,-83.68594,186497d5-4239-407e-8298-7b4d19b7ccdd,WTS,POINT (-83.68594 36.695653)
37.120281,-87.871508,4f12eca5-4c04-4bb0-b493-f8f78b4ec61e,WTS,POINT (-87.871508 37.120281)
37.001053,-85.067043,842fb04a-a0e0-4b51-ad66-ce01d630a1a1,WTS,POINT (-85.067043 37.001053)
37.050983,-85.05388,9da736b6-d7ef-4d53-9c2f-bfca51c87762,WTS,POINT (-85.05388 37.050983)
37.053584,-85.095411,48b46768-8e7c-4ba7-8d44-bb63f7448f06,WTS,POINT (-85.095411 37.053584)
37.748594,-83.06673,ef234df6-6149-4c7a-82b6-82a08ede9919,WTS,POINT (-83.06673 37.748594)
36.767832,-86.1821,46fea135-5317-435e-917f-25522aeac0df,WTS,POINT (-86.1821 36.767832)
36.769223,-86.195657,1304d738-9729-499e-aa1c-002c5d59f63b,WTS,POINT (-86.195657 36.769223)
37.076293,-84.56472,fd2a5561-e769-4d63-821c-863e8d9ae23e,WTS,POINT (-84.56472 37.076293)
36.707402,-84.542921,ade2b356-99ef-4d08-a509-393645f786b7,WTS,POINT (-84.542921 36.707402)
37.920436,-83.248949,492ec9fc-3fed-47fc-952f-e57ef63da2dc,WTS,POINT (-83.248949 37.920436)
37.979511,-84.169598,1a18c2ce-4bc1-45da-8176-0de44417d37a,WTS,POINT (-84.169598 37.979511)
